"Reference_Name","ISO_639","Language_Type","DLS_Level","Raw_Score","Adjusted_Score","Proportional_Score","Content","Encoding","Surface","Localized","Meaning","Speech","Assistant"
"Okanagan","oka","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Oku","oku","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Orokaiva","okv","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Walungge","ola","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Omi","omi","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Oneida","one","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Olo","ong","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Ono","ons","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Oksapmin","opm","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Osing","osi","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Ottoman Turkish (1500-1928)","ota","Historical","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Pagibete","pae","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Papel","pbo","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Pangwa","pbr","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Paniya","pcg","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Duruwa","pci","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Paite Chin","pck","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Pengo","peg","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Pere","pfe","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Phake","phk","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Pimbwe","piw","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Palenquero","pln","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Brooke's Point Palawano","plw","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Pangu","png","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Poqomam","poc","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Potawatomi","pot","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Pogolo","poy","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Folopa","ppo","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Old Provençal (to 1500)","pro","Historical","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Patep","ptp","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Phuie","pug","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Molbog","pwm","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Pwo Northern Karen","pww","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sipacapense","qum","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Southern Pastaza Quechua","qup","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sacapulteco","quv","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"San Martín Quechua","qvs","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Salasaca Highland Quichua","qxl","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Arequipa-La Unión Quechua","qxu","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Ramoaaina","rai","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Kalo Finnish Romani","rmf","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Marma","rmz","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Waima","rro","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Gungu","rub","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Luguru","ruf","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Rawa","rwo","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sahu","saj","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Saliba","sbe","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Botolan Sambal","sbl","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sakachep","sch","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Mag-antsi Ayta","sgb","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Suga","sgi","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sursurunga","sgz","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Shi","shr","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Syenara Senoufo","shz","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Paasaal","sig","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tumulung Sisaala","sil","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Mende (Papua New Guinea)","sim","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sikkimese","sip","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Kildin Sami","sjd","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sissala","sld","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Lower Silesian","sli","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Salt-Yui","sll","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Pangutaran Sama","slm","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Simte","smt","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sinaugoro","snc","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Noon","snf","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Siane","snp","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Saniyo-Hiyewe","sny","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Kanasi","soq","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Swo","sox","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Temi","soz","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Selepet","spl","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Saposa","sps","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sambalpuri","spv","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Squamish","squ","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Southern Sama","ssb","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Siroi","ssd","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Seimat","ssg","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Northern Subanen","stb","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sulka","sua","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Western Subanon","suc","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Suena","sue","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Svan","sva","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Saxwe Gbe","sxw","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Taabwa","tap","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Takia","tbc","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Mandara","tbf","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"North Tairora","tbg","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tawala","tbo","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tembo (Kitembo)","tbt","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Western Tamang","tdg","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tengger","tes","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tagin","tgj","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sudest","tgo","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tifal","tif","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Timbe","tim","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Teop","tio","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Adasen","tiu","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tiruray","tiy","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Telefol","tlf","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tampulma","tpm","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tinputz","tpz","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Toaripi","tqo","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tsamai","tsb","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tsishingini","tsw","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Bwanabwana","tte","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tunia","tug","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tula","tul","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Termanu","twu","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Ubi","ubi","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Umbu-Ungu","ubu","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Udi","udi","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Wuzlam","udl","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Urim","uri","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Urat","urt","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sop","urw","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Usarufa","usa","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Uri","uvh","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Lote","uvl","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Vagla","vag","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Vaiphei","vap","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Vidunda","vid","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Iduna","viv","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Votic","vot","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Waffa","waj","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Vwanji","wbi","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Wakhi","wbl","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Weh","weh","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Weri","wer","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"North Wahgi","whg","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Southern Toussian","wib","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Wiru","wiu","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Wantoat","wnc","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Ndzwani Comorian","wni","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Usan","wnu","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Wè Northern","wob","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Gambian Wolof","wof","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Waris","wrs","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Adilabad Gondi","wsg","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Wuvulu-Aua","wuv","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Wymysorys","wym","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Kombio","xbi","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Kisan","xis","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Kamula","xla","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Northern Kankanay","xnn","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Ngoni (Mozambique)","xnq","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Kenzi","xnz","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Eastern Karaboro","xrb","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Sio","xsi","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Kuo","xuo","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Yala","yba","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Yaweyuha","yby","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tarok","yer","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Yele","yle","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Iamalele","yml","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Yogad","yog","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Yongkom","yon","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Yareba","yrb","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Yaouré","yre","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Yessan-Mayo","yss","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Karkar-Yuri","yuj","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Yopno","yut","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Ocotlán Zapotec","zac","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Cajonos Zapotec","zad","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Yareni Zapotec","zae","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Zaramo","zaj","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Zanaki","zak","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Ozolotepec Zapotec","zao","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Aloápam Zapotec","zaq","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Rincón Zapotec","zar","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Tabaa Zapotec","zat","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Coatecas Altas Zapotec","zca","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Nong Zhuang","zhn","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Zia","zia","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Mesme","zim","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Zinza","zin","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Zigula","ziw","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Zan Gula","zna","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Choapan Zapotec","zpc","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Southeastern Ixtlán Zapotec","zpd","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Santa María Quiegolani Zapotec","zpi","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Quiavicuzas Zapotec","zpj","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Lachixío Zapotec","zpl","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Mixtepec Zapotec","zpm","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"San Vicente Coatlán Zapotec","zpt","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Chichicapan Zapotec","zpv","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Texmelucan Zapotec","zpz","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Zerenkel","zrn","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Southern Rincon Zapotec","zsr","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Loxicha Zapotec","ztp","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Quioquitani-Quierí Zapotec","ztq","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Zyphe Chin","zyp","Living","Emerging",2,0.9864,0.035868,0.4994,0.487,0,0,0,0,0
"Querétaro Otomi","otq","Living","Emerging",3,0.7766,0.028241,0.7714,0,0,0,0.0052,0,0
"Amdo Tibetan","adx","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Bhili","bhb","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Buhid","bku","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Batak Alas-Kluet","btz","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Bangala","bxg","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Western Cham","cja","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Eastern Cham","cjm","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Gedeo","drs","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Emilian","egl","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Fang (Cameroon)","fak","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Gujari","gju","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Ghanaian Pidgin English","gpe","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Ha","haq","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Xaasongaxango","kao","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Khams Tibetan","khg","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Khmu","kjg","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Khorasani Turkish","kmz","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Northern Khmer","kxm","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Lambadi","lmn","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Kedah Malay","meo","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Nimadi","noe","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Pahari-Potwari","phr","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Southeast Pashai","psi","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Trinidadian Creole English","trf","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Merwari","wry","Living","Emerging",3,0.6943,0.025249,0,0.6437,0.0507,0,0,0,0
"Abua","abn","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Achagua","aca","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Ajië","aji","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Mpur","akc","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Alune","alp","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Alyawarr","aly","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Amarakaeri","amr","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Anmatyerre","amx","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Anindilyakwa","aoi","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Alor","aol","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Apatani","apt","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Arabela","arl","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Arapaho","arp","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Auslan","asf","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Attié","ati","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Waorani","auc","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Kotava","avk","Constructed","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Hadrami Arabic","ayh","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Ayoreo","ayo","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Waimaha","bao","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Bantawa","bap","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"West Coast Bajau","bdr","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Burunge","bds","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Besoa","bep","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Bhadrawahi","bhd","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Bakwé","bjw","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Bunun","bnn","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Bongo","bot","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Bandial","bqj","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Gagnoa Bété","btg","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Bushi","buc","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Belanda Viri","bvi","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Bolivian Sign Language","bvl","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Burarra","bvr","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Bisu","bzi","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Chácobo","cao","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Car Nicobarese","caq","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Cavineña","cav","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Cashibo-Cacataibo","cbr","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Chibcha","chb","Extinct","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Chagatai","chg","Extinct","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Cia-Cia","cia","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Chickasaw","cic","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Ashéninka Pajonal","cjo","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Jinyu Chinese","cjy","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Emberá-Chamí","cmi","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Colorado","cof","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Cofán","con","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Caquinte","cot","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Pichis Ashéninka","cpu","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Iyojwa'ja Chorote","crt","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Czech Sign Language","cse","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Cuba Sign Language","csf","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Chilean Sign Language","csg","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Chinese Sign Language","csl","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Costa Rican Sign Language","csr","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
"Western Highland Chatino","ctp","Living","Emerging",2,0.6548,0.023813,0.6548,0,0,0,0,0,0
