"","year","ISO_639","t_index","internet_users","total_pop","internet_penetration","internet_users_consumption"
"59",2001,"pan",0.00014188718930994,446985.087309851,147988618,0.00302040179407481,3630.57434735323
"60",2001,"pbt",0.0000525207343529174,171323.247277487,145978408,0.00117362046637395,3506.22413972131
"61",2001,"pes",0.000683183858600497,986251.880386358,66449111,0.01484221332,7922.7314576497
"62",2001,"plt",0.0000422906239010266,37219.5104144188,16816828,0.0022132301296308,12995.6683373857
"63",2001,"pol",0.0029611798394598,3891316.22317048,46290369,0.0840631929974565,8703.490153985
"64",2001,"por",0.0140962813997575,10224270.4810589,234880061,0.0435297506205044,15768.7552985006
"65",2001,"ron",0.000349598042034895,1043211.71722437,25049222,0.0416464717836093,3832.84907395739
"66",2001,"rus",0.00234390916872833,5219756.40120175,268584233,0.0194343366432897,5135.89014103008
"67",2001,"sin",0.0000770013795306658,119990.579842467,19198036,0.00625014870492309,7339.67005079508
"68",2001,"slk",0.000451969926017931,608906.240045313,5378867,0.113203438576435,8489.54268515929
"69",2001,"slv",0.000736828705637762,686157.002673735,10034353,0.0683807917335313,12281.9753115051
"70",2001,"sna",0.0000445671299370177,95372.8906697568,11923906,0.00799846046,5344.59626913479
"71",2001,"snd",0.000273178316265174,891110.84993324,145978408,0.00610440175462963,3506.22413972131
"72",2001,"som",0.0000933809055065753,208257.389166487,101741010,0.00204693652212109,5128.41125335195
"73",2001,"sot",0.000150765887853728,257321.919220498,47607010,0.00540512666560026,6701.18319602063
"74",2001,"spa",0.108652208796521,48439738.6505778,654098040,0.0740557770981516,25654.4052814241
"75",2001,"srp",0.00179305640290978,834921.693085955,19027661,0.0438793655765653,24562.5464518373
"76",2001,"sun",0.000223304397759685,977978.770967447,214427419,0.00456088486970711,2611.5180482878
"77",2001,"swe",0.00757051779339669,4605052.84679642,8895960,0.5176566494,18802.523890911
"78",2001,"swh",0.0000918927606563308,73070.4524478833,65856264,0.00110954445347649,14383.5035699064
"79",2001,"tam",0.000522144319455588,1462226.08096631,1118434859,0.00130738600393204,4084.145585119
"80",2001,"tel",0.000267916566003672,661614.015699736,1077010304,0.000614306115032058,4631.48278719976
"81",2001,"tgk",0.00000601156737048427,2777.36959355198,6318510,0.000439560844811828,24755.9288051705
"82",2001,"tha",0.00122267106689193,3530444.61104182,63539190,0.05556326121,3961.00523218891
"83",2001,"ton",0.00000216563036380682,2782.48269448398,98482,0.02825371839,8901.78381736059
"84",2001,"tsn",0.000186569575696472,324744.930787329,47245946,0.00687349832697452,6570.88136764221
"85",2001,"tuk",0.0000114592022181712,6074.25942833934,4564087,0.00133088160421555,21576.7599563626
"86",2001,"tur",0.00340704759524541,3696255.56608903,73194810,0.0504988750717302,10542.4461684995
"87",2001,"ukr",0.000148395480664487,383467.001144611,48662400,0.00788014979007634,4426.06574637956
"88",2001,"urd",0.000294789483506316,837661.379439809,1220978502,0.000686057435137223,4025.02587522739
"89",2001,"uzn",0.0000537664034580507,149093.604564728,40792147,0.00365495850377103,4124.55553104227
"90",2001,"vie",0.00021832846912189,1021918.4492273,80742500,0.01265651236,2443.53921354629
"91",2001,"wol",0.0000762167989938619,104080.016066709,12738507,0.00817050350301719,8375.45746728949
"92",2001,"xho",0.000319153762599451,535234.25273647,45571272,0.0117449926071072,6819.95098271564
"93",2001,"yor",0.000192957321697154,144734.646844529,178897370,0.000809037309181957,15248.0370898026
"94",2001,"yue",0.000207404603028249,667212.496590204,23709115,0.0281416027797834,3555.32577951371
"95",2001,"zlm",0.00149160844643604,4798446.03712133,23709115,0.202388239169675,3555.32577951371
"96",2001,"zul",0.000462816798515769,772448.87684395,48620618,0.0158872698171782,6852.74467574416
"97",2002,"afr",0.00023561784538944,516999.711870557,49021486,0.0105463900435527,6028.98473912915
"98",2002,"als",0.000184869427550624,102196.531470764,11132967,0.00917963122236546,23930.6913597122
"99",2002,"arb",0.00330509968659504,5534676.87902749,308763779,0.0179252789849663,7899.84548669225
"100",2002,"asm",0.000000757170623809364,3406.44971213921,616025,0.0055297264106801,2940.47898191733
"101",2002,"azj",0.0000452635880905916,408574.101909321,8171950,0.04999713678,1465.56285288208
"102",2002,"bel",0.0000366312705230822,221261.695342815,9865548,0.0224277146432022,2190.14088063859
"103",2002,"ben",0.000617162823213818,2022128.9285409,1227615910,0.0016472000012943,4037.54355365852
"104",2002,"bos",0.000245016694007177,165340.325972553,11841346,0.0139629672144157,19603.9321848073
"105",2002,"bul",0.000231800524084649,711614.2188,7837161,0.0908,4309.19454830132
"106",2002,"ceb",0.000852663948259262,3524967.42464984,81365260,0.04332275746,3199.99351577455
"107",2002,"ces",0.00127640368509087,2440121.9988,10196916,0.2393,6919.94773643782
"108",2002,"ckb",0.00000795171553761824,16301.1226598617,24931922,0.000653825351285059,6453.11827915909
"109",2002,"cmn",0.0100442221216896,58857665.7049446,1281604621,0.0459249793114975,2257.56144575507
"110",2002,"dan",0.00535892770586558,3454035.6675,5375931,0.6425,20524.7268317607
"111",2002,"deu",0.0622828671504518,41209682.5858755,99706724,0.413308961849709,19993.8133161744
"112",2002,"ekk",0.000151300925906886,419638.120027914,1379350,0.304228890439637,4769.72080467846
"113",2002,"ell",0.0030491454097647,1817136.4463617,11878990,0.152970618407937,22198.1561482724
"114",2002,"eng",0.488011176476176,194538523.089635,463641873,0.419587907000012,33185.659993672
"115",2002,"fin",0.00425072211776691,3246733.3314,5200598,0.6243,17319.781171537
"116",2002,"fra",0.0501263369768823,28228477.062135,163545325,0.172603387239195,23491.1796564288
"117",2002,"gug",0.0000539049733259283,58453.366155801,5531958,0.010566487698533,12199.6006629761
"118",2002,"guj",0.000191362009867547,1053590.00188553,1094132444,0.000962945580915001,2402.75997206312
"119",2002,"hat",0.0000488239679604656,78212.4460503422,8754148,0.00893432988,8258.16410562523
"120",2002,"hau",0.000200930797153747,298359.659662993,203620756,0.00146527134818708,8909.07693835376
"121",2002,"heb",0.00151751049900211,861085.038515351,9645373,0.0892744156721934,23313.740946565
"122",2002,"hin",0.00117631523876992,6454139.83431971,1099487578,0.00587013438210914,2411.08020794497
"123",2002,"hrv",0.00120161463400773,1127850.28829127,16143520,0.069863963267693,14094.1879702121
"124",2002,"hun",0.0012288563342446,2031541.37860688,23617477,0.0860185606873622,8002.05892874363
"125",2002,"hye",0.0000235263362224405,59478.218598429,3033976,0.01960405046,5232.66163013849
"126",2002,"ibo",0.000127745686419779,126917.951526985,148842455,0.000852699933812465,13315.2552357639
"127",2002,"ind",0.000381260017228227,1384496.50861605,217357790,0.00636966592555091,3642.97091264074
"128",2002,"isl",0.000353348581187908,227488.1976,287523,0.7912,20548.0582116394
"129",2002,"ita",0.032637386935507,16796754.8884069,64343760,0.261047145650284,25704.9226287223
"130",2002,"jav",0.000607521803153389,2206136.959991,217357790,0.010149794769219,3642.97091264074
"131",2002,"jpn",0.125079747616853,59381979.617384,127445000,0.4659420112,27864.9732219432
"132",2002,"kan",0.000148984699094161,824673.385152417,1093317187,0.000754285576919608,2389.93447913281
"133",2002,"kat",0.0000224168096479541,63173.8701208945,3978515,0.0158787563,4694.21120948838
"134",2002,"kaz",0.0000774281478403928,180885.392981501,14858948,0.0121734992935907,5662.67554138497
"135",2002,"khk",0.00000731092243892246,49832.0819757838,2443261,0.02039572603,1940.83872778121
"136",2002,"kin",0.00007251707621297,112597.047020519,90170110,0.0012487180843022,8519.99990970957
"137",2002,"kir",0.00000680530007850094,112738.19577414,4990700,0.0225896559148297,798.55071932377
"138",2002,"kmr",0.000420551677210849,784472.475021989,90077279,0.0087088829028904,7091.98755279331
"139",2002,"kor",0.0216492776912065,28300973.184,47644736,0.594,10119.7165120693
"140",2002,"lao",0.00000830066929003576,14716.3670192553,5493247,0.00267899241,7461.71756219642
"141",2002,"lin",0.0000523898835375844,46939.0050790644,56984175,0.000823720007862962,14765.2178257303
"142",2002,"lit",0.000254546869479156,609078.5523,3443067,0.1769,5528.67115407715
"143",2002,"ltz",0.000345211688028505,125674.207180851,446175,0.281670212765957,36338.3867368998
"144",2002,"lvs",0.000148175513258421,374332.711587062,2310173,0.162036657681941,5236.54651231189
"145",2002,"mal",0.000119187759275329,659738.708121934,1093317187,0.000603428461535686,2389.93447913281
"146",2002,"mar",0.000290598233704419,1585521.99548009,1094521808,0.00144859790265603,2424.63854179524
"147",2002,"mkd",0.0000965705115123565,350093.2081,2020157,0.1733,3649.11165212902
"148",2002,"mlt",0.00011311648156546,114514.2348,395969,0.2892,13067.50629786
"149",2002,"nld",0.018935448703759,12695498.7386996,26481714,0.479406232493094,19731.1382484525
"150",2002,"nor",0.00591931706392345,3305595.0156,4538159,0.7284,23689.0837662659
"151",2002,"npi",0.0000371673682425201,81683.9099581539,25341650,0.00322330668911274,6019.37774109689
"152",2002,"nso",0.000147568339060243,324876.540032411,46150913,0.00703943906878747,6008.98532345509
"153",2002,"nya",0.0000134900168158581,87603.5352552019,41449514,0.00211349969640662,2037.12258567491
"154",2002,"ory",0.000117475291469649,650259.703694895,1093317187,0.000594758512375691,2389.93447913281
"155",2002,"pan",0.000160227968460948,883729.030907883,151569573,0.00583051738826158,2398.53195943684
"156",2002,"pbt",0.0000596308875395192,343085.746583489,149549695,0.00229412535133214,2299.29610153485
"157",2002,"pes",0.000856206832182095,3112712.72003927,67284801,0.04626175115,3638.86508509105
"158",2002,"plt",0.0000328982917689895,58284.9707917875,17334602,0.00336234837072045,7466.94702422643
"159",2002,"pol",0.00452767123272576,8183701.78927646,46312321,0.17670679448945,7318.99404540117
"160",2002,"por",0.0141465770631433,18859123.560812,239432048,0.0787660788033353,9923.3010982533
"161",2002,"ron",0.000444342991459912,1528187.71694609,24641000,0.0620180884276649,3846.51947142684
"162",2002,"rus",0.00276916205858314,7542643.07092436,267788015,0.0281664699255654,4856.81007923236
"163",2002,"sin",0.0000918561880137968,161961.565583991,19356661,0.00836722643352543,7502.78942526046
"164",2002,"slk",0.000889987399771165,1950190.39862398,5376912,0.362697101723811,6037.16644390257
"165",2002,"slv",0.000611312519347043,634983.584817981,10076487,0.0630163652092223,12735.8254139486
"166",2002,"sna",0.0000438853722525688,131497.223,11954293,0.011,4414.9878278412
"167",2002,"snd",0.000310160656665284,1784506.40001479,149549695,0.0119325311898148,2299.29610153485
"168",2002,"som",0.0000910353222072087,415877.714947478,104640783,0.00397433680276912,2895.81351032355
"169",2002,"sot",0.000122973615883536,289276.386519188,48180745,0.00600398326176127,5623.74039720239
"170",2002,"spa",0.10947181475875,62279208.6621284,657117265,0.0947763998593591,23253.3504730358
"171",2002,"srp",0.00164754390937634,840837.190429092,19126099,0.0439628170087947,25920.9784465042
"172",2002,"sun",0.000288617396219499,1048076.79624206,217357790,0.00482189663523013,3642.97091264074
"173",2002,"swe",0.00839631042610118,6298342.8606,8924958,0.7057,17635.5290931361
"174",2002,"swh",0.0000875950960831315,100999.718464433,67775649,0.00149020658532438,11473.2362260778
"175",2002,"tam",0.000552008243315693,2450764.03577266,1137403311,0.00215470098607148,2979.68510526884
"176",2002,"tel",0.000287243237421981,1556657.80121189,1095337065,0.00142116783130304,2441.08535800104
"177",2002,"tgk",0.00000608106650567927,3056.6706896489,6426861,0.000475608650887097,26318.2741129749
"178",2002,"tha",0.00160849195582714,4825203.78119396,64069093,0.07531250335,4409.90810076375
"179",2002,"ton",0.00000205796183750736,2878.89302122268,99023,0.02907297316,9456.6669795397
"180",2002,"tsn",0.000186375732800431,343918.44664354,47855550,0.00718659479712468,7169.02671620132
"181",2002,"tuk",0.0000112605068949109,10579.8886513434,4610018,0.00229497773139789,14080.0160295669
"182",2002,"tur",0.0047888666603256,7332733.70707752,74204282,0.0988182017188378,8639.59006965442
"183",2002,"ukr",0.000103224631229258,574592.182490054,48202470,0.011920388778626,2376.56628862047
"184",2002,"urd",0.000324064466153195,1826537.68850403,1242866882,0.00146961650918302,2347.0864194311
"185",2002,"uzn",0.000041022646634855,254240.269165563,41299429,0.00615602383184432,2134.54660637776
"186",2002,"vie",0.000226316525349528,1512462.60837714,81534406,0.01854999236,1979.51102730377
"187",2002,"wol",0.0000543216598658995,111135.111097928,13061791,0.0085084129043198,6466.18386052465
"188",2002,"xho",0.000260320771285927,573104.718888345,46150913,0.0124180580975363,6008.98532345509
"189",2002,"yor",0.000233371861537263,368367.439980689,183532204,0.00200709974572467,8380.95598631849
"190",2002,"yue",0.000212347362798967,825248.81339704,24208391,0.03408937064,3403.98994492897
"191",2002,"zlm",0.00152715569136243,5935008.58949926,24208391,0.245163282,3403.98994492897
"192",2002,"zul",0.000378009621293792,833137.603409762,49199799,0.0169337603068208,6002.22708909559
"193",2003,"afr",0.000352050546706746,554888.230525256,49621112,0.0111825029339378,9694.8589492845
"194",2003,"als",0.000212043730685168,135516.577701111,11161039,0.0121419320997903,23909.7478504877
"195",2003,"arb",0.00345484174112635,7809225.79895999,315452652,0.024755619423228,6760.24075354522
"196",2003,"asm",0.00000103121820199783,5048.58517775942,627840,0.00804119708486146,3121.20912080149
"197",2003,"ben",0.000615341224765918,2270045.29836793,1248155954,0.00181871928030552,4142.1275979185
"198",2003,"bos",0.000273178457063101,211451.56813299,11883602,0.0177935585635559,19741.3806525267
"199",2003,"bul",0.00025236006455328,936149.3708,7775327,0.1204,4119.24350117816
"200",2003,"ceb",0.00200430690362838,8068785.02777432,166103940,0.04857672267,3795.75403635415
"201",2003,"ces",0.00198426119841279,3496541.314,10193998,0.343,8671.65839005558
"202",2003,"ckb",0.00000888549402866055,20120.4314190069,25644503,0.000784590421542071,6748.17405708521
"203",2003,"cmn",0.0102248626319055,79897882.630379,1289613370,0.0619549118278597,1955.52871249009
"204",2003,"dan",0.00591639581410604,4110851.7324,5390574,0.7626,21992.1350128596
"205",2003,"deu",0.0712618547456215,47203144.145549,99873713,0.472628309568795,23068.968674254
"206",2003,"ekk",0.000367176159743746,910357.040055827,2741440,0.332072575017446,6163.17792134067
"207",2003,"ell",0.00341116693100455,2180550.15818298,11921632,0.182907017947122,23904.4566693723
"208",2003,"eng",0.468236158189628,209400161.590856,467449948,0.447962744432386,34168.8152382332
"209",2003,"fin",0.00465109473506672,3608448.2908,5213014,0.6922,19695.9387192408
"210",2003,"fra",0.0545805914658816,32715406.0357957,165712503,0.197422677489795,25493.4086711298
"211",2003,"gug",0.0000471214904408035,70031.5919931351,5632983,0.0124324167129805,10281.7491679834
"212",2003,"guj",0.000195973459857139,1174497.59811391,1112339224,0.00105588077159626,2549.68842394568
"213",2003,"hat",0.0000394055727723437,146616.671941014,8900108,0.01647358346,4106.9202763521
"214",2003,"hau",0.000201679552514394,486365.037600986,208911221,0.00232809437077095,6336.38425427879
"215",2003,"heb",0.00146035801230739,970854.064753971,9844669,0.0986172378933178,22985.1514481575
"216",2003,"hin",0.00120542010199439,7197829.56454106,1117937590,0.00643848961599105,2559.05049743737
"217",2003,"hrv",0.00139997772389158,1410773.23939203,16187001,0.0871547014417329,15163.7249190816
"218",2003,"hun",0.00167262364013283,2566585.40084608,23624349,0.108641529163241,9958.28373377263
"219",2003,"hye",0.0000307147242506998,138077.219215821,3017938,0.04575217225,3399.12060173429
"220",2003,"ibo",0.000123958243025696,222847.53053985,152650942,0.00145985034628774,8499.81691582624
"221",2003,"ind",0.000386572054079007,1569581.26821881,220309473,0.00712443839497908,3763.47151251728
"222",2003,"isl",0.000390057794331065,240707.7594,289521,0.8314,24761.7226813978
"223",2003,"ita",0.0344611771213377,17495511.8028882,64652204,0.270609673305,30098.5408208223
"224",2003,"jav",0.000615986310471689,2501061.7404795,220309473,0.0113524929564854,3763.47151251728
"225",2003,"jpn",0.119069926170361,61860552.8893902,127718000,0.4843526589,29412.3870357071
"226",2003,"kan",0.000152445129224163,919426.200974817,1111523146,0.000827176837732552,2533.60356917562
"227",2003,"kat",0.0000253717943998984,101117.67205361,3951736,0.02558816481,3834.12357217153
"228",2003,"kaz",0.0000823058328948592,216784.946228963,14909019,0.0145405238419082,5801.54250142721
"229",2003,"kin",0.0000464304579401544,144526.778034944,92872451,0.00155618567700926,4909.04068272653
"230",2003,"kir",0.0000094367357933124,148473.6054551,5043300,0.0294397726597862,971.213087924933
"231",2003,"kmr",0.000518772170977065,864170.406356345,91733905,0.00942040357222714,9173.1662833815
"232",2003,"kor",0.021216060993963,31369476.15,47892330,0.655,10334.7380699524
"233",2003,"lao",0.0000100249828030968,18621.0961439424,5576640,0.00333912466,8226.59995730616
"234",2003,"lin",0.0000504100008924231,78091.5919705454,58713683,0.00133004076699711,9864.03066750402
"235",2003,"lit",0.000398875108041694,884881.6883,3415213,0.2591,6888.00909712519
"236",2003,"ltz",0.000423668172934659,174180.338286791,451630,0.385670434397163,37167.9574532883
"237",2003,"lvs",0.00018488244789974,455896.309881402,2287955,0.199259299191375,6196.85866196416
"238",2003,"mal",0.00012195610337933,735540.960779854,1111523146,0.000661741470186041,2533.60356917562
"239",2003,"mar",0.000298179589979388,1768683.93504003,1112736516,0.00158949033271416,2576.14122306403
"240",2003,"mkd",0.000113552896631512,386505.6111,2026773,0.1907,4489.35965262287
"241",2003,"mlt",0.000126187700741526,126111.3448,398582,0.3164,15289.9074078401
"242",2003,"nld",0.0203047984322668,13471277.3347435,26601435,0.506411677969382,23032.0126595598
"243",2003,"nor",0.00611906424136339,3566521.2115,4564855,0.7813,26216.9512508922
"244",2003,"npi",0.0000621818489155079,102390.521123633,25708720,0.00398271563592559,9279.95484388874
"245",2003,"nso",0.000197303501982749,343451.232530625,46719203,0.00735139322754768,8778.32588687559
"246",2003,"nya",0.00000640554916135696,160461.641620371,42588020,0.0037677647756428,609.996190497484
"247",2003,"ory",0.000120203860514685,724972.84352727,1111523146,0.000652233690441989,2533.60356917562
"248",2003,"pan",0.000209473056716956,1752858.00320587,155122819,0.0112998075621993,1826.09521889088
"249",2003,"pbt",0.0000785937151202227,686937.967722545,153093371,0.00448705233437276,1748.28520580813
"250",2003,"pes",0.00104605288683667,4723455.73116956,68122947,0.06933721953,3384.04226108445
"251",2003,"plt",0.0000324987812102436,75217.2161874337,17862352,0.00421093572601378,6602.24753658019
"252",2003,"pol",0.00470964383086535,9616470.20573017,46325993,0.207582602832284,7483.66536068383
"253",2003,"por",0.0163546922545478,27619010.9483002,243051445,0.11363442397267,9048.49267914183
"254",2003,"ron",0.000591399216845227,2111882.4495873,24476646,0.0862815293233926,4279.10545178482
"255",2003,"rus",0.00442858162356813,13400230.5450472,258690426,0.0518002569799285,5050.03477183561
"256",2003,"sin",0.0000791392610452383,222859.719952411,19526717,0.0114130665156058,5426.28244297538
"257",2003,"slk",0.00103268045973198,2089710.13619852,5373374,0.3889009282061,7551.30297132
"258",2003,"slv",0.00072929058335714,729309.877737205,10117156,0.0720864517397186,15280.2512535361
"259",2003,"sna",0.0000387231746895278,215679.942,11982219,0.018,2743.48874231076
"260",2003,"snd",0.000408792813544782,3572999.49654344,153093371,0.0233386950277778,1748.28520580813
"261",2003,"som",0.000115929392818198,1032025.86860662,107609001,0.00959051621161892,1716.50456585386
"262",2003,"sot",0.000164419584985624,312281.654468245,48737558,0.00640741283074225,8045.42630630661
"263",2003,"spa",0.106582845643238,77732602.2765599,664694679,0.116944824040873,20952.0291386483
"264",2003,"srp",0.00178076632675887,971351.050107659,19222603,0.0505317125941611,28013.844002334
"265",2003,"sun",0.000292638657760744,1188187.68902545,220309473,0.00539326644853557,3763.47151251728
"266",2003,"swe",0.00925171134753134,7088646.6077,8958229,0.7913,19943.4704303466
"267",2003,"swh",0.0000808036328380604,275301.124715433,69810699,0.00394353771927471,4485.02518437927
"268",2003,"tam",0.000579687936882708,2734945.09171073,1156262081,0.00236533320313107,3238.82614523997
"269",2003,"tel",0.000295068181441431,1736422.36135518,1113552594,0.0015593537033736,2596.62357151321
"270",2003,"tgk",0.00000460374869969665,3622.86247453112,6541550,0.000553823249005376,19417.8770089337
"271",2003,"tha",0.0015398834926998,6002509.71442277,64549867,0.09299027238,3920.09847586112
"272",2003,"ton",0.00000197408291712953,2973.60537496488,99591,0.02985817368,10144.3457378979
"273",2003,"tsn",0.000204651971170073,360582.724542018,48453590,0.00744181647927466,8672.67358850266
"274",2003,"tuk",0.0000167137786667413,15036.5111893482,4655752,0.00322966326156294,16985.1563916009
"275",2003,"tur",0.00572861478023413,8105875.55234967,75204387,0.107784610389147,10799.2021911626
"276",2003,"ukr",0.00013987381819673,957514.400830388,47812949,0.0200262569211196,2232.1999850516
"277",2003,"urd",0.00037583084934385,2802591.43699647,1264616517,0.00221615912754718,2049.15410229012
"278",2003,"uzn",0.0000438099840905491,443135.074356569,41808252,0.0105992251088749,1510.70252317771
"279",2003,"vie",0.000294424991598442,3111233.48455543,82301650,0.03780280814,1446.05247195707
"280",2003,"wol",0.0000689196507185099,230687.67690577,13398620,0.0172172713985299,4565.20892171258
"281",2003,"xho",0.000348057043540997,605871.763013982,46719203,0.0129683668408038,8778.32588687559
"282",2003,"yor",0.00024080844620915,578632.342311441,188302814,0.00307288207764883,6359.32463878669
"283",2003,"yue",0.000232591128190892,910519.493459719,24698821,0.0368648970515524,3903.4253861754
"284",2003,"zlm",0.00167274441507148,6548256.63104593,24698821,0.265124259617329,3903.4253861754
"285",2003,"zul",0.000505994679719835,886023.865926789,49760354,0.017805819185426,8726.54867413547
"286",2004,"afr",0.000398428703637783,672776.770727212,50225634,0.0133950876703162,10615.1242516918
"287",2004,"als",0.000247880202278357,208816.281068201,11198905,0.0186461338022066,21277.6145179736
"288",2004,"arb",0.00423109673592651,18029221.4793282,322272278,0.0559440656553406,4206.50522343716
"289",2004,"asm",0.000000969112251969207,6654.63473958176,638809,0.0104172526366751,2610.32938847455
"290",2004,"ben",0.000618241566254496,2712988.74476767,1268469707,0.00213878875450959,4084.65762775939
"291",2004,"bos",0.000358549834678318,500050.321283407,12549513,0.0398461933370169,12852.3122282589
"292",2004,"bul",0.000416550556989746,1399066.718,7716860,0.1813,5336.72403453683
"293",2004,"ceb",0.00078555481250823,4441906.18702798,84710544,0.05243628452,3169.95110267357
"294",2004,"ces",0.0017732269881429,3619970.855,10197101,0.355,8780.20609732823
"295",2004,"ckb",0.0000107544169798286,30968.3778732146,26313838,0.00117688563231311,6224.63464181868
"296",2004,"cmn",0.0106934987334669,94632783.6611209,1297296003,0.0729461768496028,2025.45994323338
